PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0364,07/15/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),None detected,Yes,White,Male,25,,1 feet to 3 feet,Male,Black,15,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0364,07/15/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),None detected,Yes,Hispanic,Male,22,,1 feet to 3 feet,Male,Black,15,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0365,07/16/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Other,Firearm (Exhibited),None detected,Yes,Hispanic,Female,39,,1 feet to 3 feet,Male,Black,20,Medium,5'4'' to 5'6'',No,No,Yes,,Other,No
FTN2017-0366,07/17/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,White,Male,30,,15 feet to 18 feet,Male,White,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0366,07/17/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,White,Male,24,,15 feet to 18 feet,Male,White,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0366,07/17/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,White,Male,25,,15 feet to 18 feet,Male,White,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0367,07/17/2017,FOB - Field Operations Bureau,4th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Other,Firearm (Exhibited),Unknown,Yes,Black,Female,30,,4 feet to 6 feet,Male,Black,19,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0367,07/17/2017,FOB - Field Operations Bureau,4th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Other,Firearm (Exhibited),Unknown,Yes,Black,Male,48,,4 feet to 6 feet,Male,Black,19,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0368,07/19/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,Yes,Black,Female,32,,1 feet to 3 feet,Male,Black,26,Large,6'1'' to 6'3'',No,No,Yes,,Escape,No
FTN2017-0368,07/19/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,Unknown,Yes,White,Male,26,,1 feet to 3 feet,Male,Black,26,Large,6'1'' to 6'3'',No,No,Yes,,Escape,No
FTN2017-0369,07/20/2017,FOB - Field Operations Bureau,8th District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Hispanic,Male,29,,11 feet to 14 feet,Male,Black,63,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2017-0370,07/20/2017,FOB - Field Operations Bureau,4th District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown,Yes,Black,Male,32,,1 feet to 3 feet,Male,Black,44,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0370,07/20/2017,FOB - Field Operations Bureau,4th District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown,Yes,Black,Male,25,,1 feet to 3 feet,Male,Black,44,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0371,07/22/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,11 feet to 14 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Officer w/Weapon,Yes
FTN2017-0371,07/22/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Unknown,No,White,Male,38,,11 feet to 14 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Officer w/Weapon,Yes
FTN2017-0372,07/22/2017,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),None detected,Yes,Black,Male,45,,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,No,No,,Escape,No
FTN2017-0373,07/23/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,Black,Male,41,,1 feet to 3 feet,Male,Black,35,Medium,5'4'' to 5'6'',No,No,Yes,,Battery on Police Officer,No
FTN2017-0374,07/23/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,No,Hispanic,Female,28,,1 feet to 3 feet,Male,Black,23,Medium,< 5'0'',No,No,Yes,,refuse verbal commands,No
FTN2017-0375,07/23/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,33,,1 feet to 3 feet,Female,Black,39,Large,5'0'' to 5'3'',No,No,Yes,,Other,No
FTN2017-0379,07/23/2017,FOB - Field Operations Bureau,7th District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,31,,7 feet to 10 feet,Male,Black,20,Small,5'10'' to 6'0'',No,No,Yes,,Escape,No
FTN2017-0377,07/24/2017,FOB - Field Operations Bureau,5th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Not Authorized,Call for Service,Poor,Other,CEW Deployment,Mentally unstable,Yes,Black,Male,64,,4 feet to 6 feet,Male,Black,54,Small,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2017-0378,07/24/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,Black,Male,37,,1 feet to 3 feet,Male,Hispanic,40,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0380,07/25/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,4 feet to 6 feet,Male,Black,24,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0381,07/26/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,No,Black,Male,34,,1 feet to 3 feet,Male,White,27,Large,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0381,07/26/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,No,Black,Male,45,,1 feet to 3 feet,Male,White,27,Large,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0381,07/26/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,No,Hispanic,Male,28,,1 feet to 3 feet,Male,White,27,Large,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,45,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,40,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,45,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,18,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,40,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,45,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,45,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,45,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,40,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,45,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,45,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,43,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,40,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,45,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0382,07/26/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Other,No
FTN2017-0383,07/26/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,Yes,White,Female,45,,1 feet to 3 feet,Male,Black,24,Large,6'1'' to 6'3'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0384,07/26/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,25,,4 feet to 6 feet,Male,Black,18,Small,5'10'' to 6'0'',No,No,No,,Other,No
FTN2017-0384,07/26/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,4 feet to 6 feet,Male,Black,18,Small,5'10'' to 6'0'',No,No,No,,Other,No
