Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2016-0447-P,2016-06-18,2016-06-28,2016-12-27,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,40,,Male,Black,58
Public Initiated,2016-0314-N,2016-04-29,2016-05-06,2016-08-26,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,,,,,,Male,Black,28
Public Initiated,2017-0519-P,2017-09-18,2017-09-19,2018-01-31,,Completed,Unfounded,ISB - Investigations and Support Bureau,Special Investigations Division,Street Gang Unit,Squad A,,,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,Black,Male,41,,,,
Public Initiated,2017-0421-P,2017-08-06,2017-08-08,2017-09-05,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,38,,Female,Black,
Public Initiated,2016-0749-P,2016-08-30,2016-11-14,2017-04-12,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,Investigations,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,35,,Female,White,46
Rank Initiated,2016-0072-D,2016-02-01,2016-02-01,2016-02-01,DI-2,Completed,Other,FOB - Field Operations Bureau,Communications Division,A Platoon,Unknown Assignment,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,53,,,,
Public Initiated,2016-0295-P,2016-04-13,2016-04-22,2016-09-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,7th District,Patrol,Regular Working,Between 7am-3pm,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,White,Male,27,,Male,Black,
Public Initiated,2017-0491-P,2017-09-03,2017-09-11,2018-01-11,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,Detailed/Other,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Female,43,,,,39
Public Initiated,2016-0607-P,2016-08-31,2016-09-15,2017-05-22,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,A Platoon,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,33,,Male,Black,
Rank Initiated,2016-0403-R,2016-06-08,2016-06-13,2017-03-22,DI-1,Completed,Other,FOB - Field Operations Bureau,Alternative Police Response,Admin,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,49,,,,
Rank Initiated,2016-0403-R,2016-06-08,2016-06-13,2017-03-22,DI-1,Completed,Other,FOB - Field Operations Bureau,Alternative Police Response,Admin,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,49,,,,
Rank Initiated,2016-0657-R,2016-10-06,2016-10-17,2017-03-16,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,43,,,,
Public Initiated,2017-0231-P,2017-04-23,2017-04-25,2017-06-01,DI-1,Completed,Other,,Unknown District/Division,Unknown,,,,NO ALLIGATIONS ASSIGNED AT THIS TIME,,,,,,Female,Black,
Rank Initiated,2016-0413-R,2016-06-04,2016-06-10,2017-12-29,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 6: OFFICIAL INFO,PARAGRAPH 02 - FALSE OR INACCURATE REPORTS,White,Male,31,,,,
Public Initiated,2017-0647-P,2017-11-10,2017-11-13,2017-12-11,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Hispanic,Female,38,,Female,Black,55
Rank Initiated,2016-0077-R,2016-01-25,2016-02-01,,DI-1,Forwarded,Pending,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,Black,Male,42,,Female,Black,
Rank Initiated,2016-0663-R,2016-10-12,2016-10-13,2017-03-08,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,Staff,,RUI - Resigned Under Investigation,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,22,,,,
Rank Initiated,2017-0225-R,2017-04-21,2017-05-02,2018-04-25,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,23,,,,
Public Initiated,2017-0207-P,2017-04-07,2017-04-10,2017-05-22,Mediation,Completed,Withdrawn - Mediation,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section,Platoon A,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,60,,,,
Public Initiated,2017-0216-P,2017-03-11,2017-05-02,2017-06-22,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Hispanic,Male,28,,Male,Black,57
Public Initiated,2016-0485-P,2016-07-14,2016-07-15,2016-08-30,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,38,,Male,White,31
Public Initiated,2018-0048-P,2018-01-19,2018-01-22,,DI-1,Forwarded,Pending,ISB - Investigations and Support Bureau,ISB Staff,ISB Staff,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,43,,Female,White,50
Public Initiated,2016-0009-P,2016-01-04,2016-01-04,2017-03-20,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,,,,,
Rank Initiated,2017-0054-R,2017-01-25,2017-02-06,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Night Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,52,,,,
Public Initiated,2016-0408-P,2016-06-05,2016-06-13,2016-11-21,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,24,,Female,Black,
Public Initiated,2016-0812-P,2016-12-11,2016-12-15,2018-01-10,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,DUI 2009-0665-R,Between 11pm-7am,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,Black,Male,43,,Male,Black,31
Rank Initiated,2018-0141-R,2018-02-27,2018-03-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,30,,,,
Public Initiated,2016-0011-N,2016-01-02,2016-01-07,2016-02-25,NFIM,Completed,NFIM,FOB - Field Operations Bureau,5th District,Task Force,A Platoon,Regular Working,,NO VIOLATION OBSERVED,,White,Male,29,,Female,Black,28
Public Initiated,2017-0244-P,2017-01-20,2017-05-02,2017-09-22,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,White,Male,42,,Female,White,27
Public Initiated,2017-0186-P,2017-03-20,2017-03-29,2018-01-24,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,34,,Male,Black,55
Rank Initiated,2017-0681-R,2017-11-30,2017-11-30,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,White,Male,34,,,,
Public Initiated,2017-0313-P,2017-05-22,2017-06-16,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,25,,Male,White,37
Rank Initiated,2016-0202-R,2016-03-14,2016-03-21,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,53,,,,
Public Initiated,2016-0112-P,2015-09-21,2016-02-26,2016-03-30,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,D.I.U.,Staff,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,32,,Male,Black,53
Public Initiated,2016-0718-P,2016-10-30,2016-11-11,2017-05-02,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Female,41,,Female,Black,31
Public Initiated,2016-0664-P,2016-10-15,2016-10-17,2017-05-02,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,White,Male,39,,Female,Black,0
Public Initiated,2017-0305-P,2017-05-31,2017-05-31,2017-08-08,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,2nd District,A Platoon,Unknown Assignment,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Female,36,,Male,White,28
Public Initiated,2016-0123-P,2015-08-21,2016-03-03,2016-09-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,B Platoon,DWI Unit,Regular Working,Between 11pm-7am,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Male,32,,Male,White,57
Rank Initiated,2016-0526-R,2016-07-14,2016-08-03,2018-02-14,DI-1,Completed,Other,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,33,,,,
Rank Initiated,2018-0146-R,,2018-03-05,2018-03-14,DI-1,Completed,Other,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,,,White,Male,,,,,
Public Initiated,2017-0385-P,2017-07-09,2017-07-10,2017-11-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,24,,Female,Black,35
Public Initiated,2016-0162-P,2016-03-05,2016-03-07,2017-02-22,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,2nd District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,46,,Male,,
Public Initiated,2017-0124-P,2017-02-19,2017-03-21,2017-08-15,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,Task Force A,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,Black,Male,55,,Male,Black,35
Public Initiated,2016-0614-P,2016-07-25,2016-09-19,2017-05-02,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,D.I.U.,Property,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,Black,Male,33,,Female,Black,50
Public Initiated,2016-0565-P,2016-08-23,2016-08-29,2018-02-15,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,40,,Female,Black,39
Rank Initiated,2017-0395-R,2017-07-19,2017-07-26,2017-12-13,DI-1,Completed,Negotiated Settlement,FOB - Field Operations Bureau,7th District,Evening Watch,,Off Duty,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,White,Female,42,,,,
Public Initiated,2016-0434-P,2016-06-20,2016-06-21,2017-04-03,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,Staff,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Asian/Pacifi,Male,41,,Female,Black,56
Public Initiated,2016-0599-P,2016-09-09,2016-09-21,2017-04-17,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,28,,Female,White,54
Public Initiated,2016-0181-N,2015-09-13,2016-03-10,2016-08-26,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,Male,White,56
Public Initiated,2017-0254-P,2017-04-19,2017-04-19,2017-09-22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,4th District,Neighborhood Policing,Patrol,Off Duty,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,Black,Male,41,,Female,Black,42
Public Initiated,2018-0198-N,2018-04-01,2018-04-02,2018-05-08,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,,,
Rank Initiated,2017-0134-P,2017-03-01,2017-03-07,2017-04-26,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Female,42,,Female,Black,38
Rank Initiated,2016-0425-D,2016-05-28,2016-07-01,2016-08-26,DI-2,Completed,Other,,Crime Lab Division,,,,,,,Black,Male,30,,Female,Black,
Public Initiated,2017-0672-P,2017-11-24,2017-11-24,2017-12-29,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,C Platoon,,Paid Detail,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,57,,Male,Black,52
Public Initiated,2016-0583-P,2013-10-18,2016-08-31,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,D.I.U.,Staff,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Male,White,68
Rank Initiated,2017-0409-R,2017-07-24,2017-07-30,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 7: DEPT PROPERTY,PARAGRAPH 02 - AUTHORIZED OPERATOR OF DEPARTMENT EQUIPMENT,Black,Male,49,,,,
Public Initiated,2016-0636-P,2016-09-09,2016-09-28,2017-05-02,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,8th District,C Platoon,Persons,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,Black,Male,27,,Male,White,
Public Initiated,2017-0133-P,2017-03-03,2017-03-03,2017-08-08,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,44,,Female,Black,43
Rank Initiated,2016-0701-R,2016-10-27,2016-11-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,Asian/Pacifi,Male,30,,,,
Rank Initiated,2016-0516-R,2016-01-12,2016-08-11,2017-11-16,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,24,,,,
Public Initiated,2016-0105-P,2015-12-01,2016-02-15,2017-03-22,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,1st Platoon,Task Force A,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Male,33,,Female,Black,54
Public Initiated,2017-0650-P,2017-11-02,2017-11-17,2018-01-24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,60,,,,
Public Initiated,2017-0734-P,2017-12-29,2017-12-30,2018-03-27,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,2nd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Female,33,,Male,Black,
Rank Initiated,2016-0229-D,2016-03-31,2016-04-12,,DI-2,Initial,Pending,FOB - Field Operations Bureau,7th District,Night Watch,,,,,,Black,Male,42,,Female,Black,
Rank Initiated,2017-0673-R,2017-11-28,2017-11-29,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Narcotics,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,39,,,,
Public Initiated,2017-0261-P,2017-05-06,2017-05-08,2018-04-17,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,1st Platoon,Special Assignment,Resigned,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 04 - DISCRIMINATION,Black,Male,34,,Male,White,55
Rank Initiated,2016-0701-R,2016-10-27,2016-11-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,Black,Male,24,,,,
Public Initiated,2016-0553-P,2016-06-04,2016-08-19,2017-03-06,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 6: OFFICIAL INFO,PARAGRAPH 02 - FALSE OR INACCURATE REPORTS,White,Male,39,,Female,Black,56
Rank Initiated,2016-0046-R,2015-09-06,2016-01-26,2017-03-13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 03 - DEVOTING ENTIRE TIME TO DUTY,White,Male,33,,Male,Black,
Rank Initiated,2017-0523-R,2017-09-16,2017-09-20,2018-02-22,DI-1,Completed,Other,FOB - Field Operations Bureau,5th District,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,49,,,,
Public Initiated,2016-0793-P,2016-12-01,2016-12-01,2017-05-17,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Unknown District/Division,Tactical Section,V.O.W.S. Unit,,,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,Black,Male,48,,Female,Black,41
Public Initiated,2017-0323-P,2017-06-09,2017-06-14,2017-11-20,DI-1,Completed,Unfounded,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,Black,Male,27,,Male,White,28
Rank Initiated,2017-0580-P,,2017-10-06,2017-11-28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,6th District,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,,,Male,White,
Rank Initiated,2016-0141-R,2015-07-22,2016-02-24,2017-06-28,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,Day Watch,Patrol,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,White,Male,27,,,,
Rank Initiated,2018-0025-R,2017-10-10,2018-01-08,2018-02-28,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,45,,,,
Public Initiated,2017-0035-P,2017-01-19,2017-01-31,2017-02-10,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,6th District,Staff,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,51,,Male,Black,34
Rank Initiated,2018-0232-R,,2018-04-16,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,,,White,Male,,,,,
Public Initiated,2016-0798-P,2016-12-01,2016-12-16,2017-05-19,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,39,,Male,Black,37
Public Initiated,2016-0758-N,,2016-11-18,2016-12-21,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,Male,Race-Unknown,
Public Initiated,2016-0376-P,2016-05-29,2016-06-03,2017-03-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,C Platoon,Squad 2,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,35,,Female,Black,26
Public Initiated,2016-0555-P,2016-08-18,2016-08-19,2016-12-23,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,4th District,1st Platoon,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,25,,Female,Black,
Public Initiated,2016-0086-N,2016-02-07,2016-02-08,2016-03-26,NFIM,Completed,NFIM,FOB - Field Operations Bureau,Unknown District/Division,Unknown,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Male,Hispanic,33
Rank Initiated,2016-0157-R,2016-03-03,2016-03-04,2016-09-15,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,57,,female,white,
Rank Initiated,2018-0105-P,2018-02-12,2018-02-12,2018-05-24,DI-1,Completed,Negotiated Settlement,FOB - Field Operations Bureau,4th District,Task Force,A,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,37,,,,
Public Initiated,2017-0063-P,2017-01-30,2017-01-31,2017-05-24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,Black,Male,40,,Female,Black,53
Public Initiated,2017-0393-P,,2017-07-18,2017-11-24,DI-1,Completed,Unfounded,MSB - Management Services Bureau,Administrative Duties Services,Alternative Police Response Unit,Support Staff,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,,,,,
Public Initiated,2017-0624-N,2017-09-27,2017-11-02,2017-11-20,DI-1,Completed,NFIM,,,,,,,NO VIOLATION OBSERVED,,,,,,,,
Public Initiated,2017-0192-P,2017-03-30,2017-03-31,2017-08-01,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,6th District,6th District,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,37,,Male,White,36
